TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220332124129,2-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220332124258,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124084,2-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  871.00 ,
TRX20220332124362,3-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220332124564,3-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  939.00 ,
TRX20220332124446,3-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124129,3-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124514,3-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  939.00 ,
TRX20220332124494,3-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124067,3-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  209.00 ,
TRX20220332124412,5-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  831.88 ,
TRX20220332124330,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  418.00 ,
TRX20220332124370,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  418.00 ,
TRX20220332124248,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  418.00 ,
TRX20220332124355,5-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  701.00 ,
TRX20220332124584,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  418.00 ,
TRX20220332124550,5-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  491.47 ,
TRX20220332124425,5-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  701.00 ,
TRX20220332124273,6-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  753.00 ,
TRX20220332124234,6-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  753.00 ,
TRX20220332124084,7-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  436.00 ,
TRX20220332124118,7-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  436.00 ,
TRX20220332124347,8-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  115.72 ,
TRX20220332124468,8-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  115.72 ,
TRX20220332124209,8-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  782.28 ,
TRX20220332124442,8-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  115.72 ,
TRX20220332124420,8-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220332124494,8-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  586.00 ,
TRX20220332124336,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124552,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  119.00 ,
TRX20220332124193,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  16.98 ,
TRX20220332124363,9-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  532.00 ,
TRX20220332124471,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124097,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  119.00 ,
TRX20220332124117,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124568,9-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  782.28 ,
TRX20220332124117,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  775.98 ,
TRX20220332124091,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  119.00 ,
TRX20220332124260,9-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  478.00 ,
TRX20220332124456,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  16.98 ,
TRX20220332124467,9-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  771.00 ,
TRX20220332124318,10-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  577.24 ,
TRX20220332124296,10-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  863.76 ,
TRX20220332124481,10-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  50.41 ,
TRX20220332124463,10-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  521.82 ,
TRX20220332124303,10-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  521.82 ,
TRX20220332124227,10-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  139.06 ,
TRX20220332124303,10-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  521.82 ,
TRX20220332124463,10-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  521.82 ,
TRX20220332124455,10-Mar-24,Home Ownership,,Other Expenses,,  882.27 ,
TRX20220332124301,10-Mar-24,Home Ownership,,Other Expenses,,  882.27 ,
TRX20220332124511,10-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  577.24 ,
TRX20220332124328,10-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  577.24 ,
TRX20220332124236,10-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  879.69 ,
TRX20220332124111,10-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  50.41 ,
TRX20220332124147,10-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  879.69 ,
TRX20220332124158,11-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  483.75 ,
TRX20220332124434,11-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.77 ,
TRX20220332124546,11-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  807.70 ,
TRX20220332124475,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  462.97 ,
TRX20220332124116,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  979.24 ,
TRX20220332124211,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  979.24 ,
TRX20220332124066,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  979.24 ,
TRX20220332124231,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  511.50 ,
TRX20220332124245,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  462.97 ,
TRX20220332124313,11-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.77 ,
TRX20220332124146,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  785.21 ,
TRX20220332124235,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  511.50 ,
TRX20220332124129,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  511.50 ,
TRX20220332124120,11-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  483.75 ,
TRX20220332124258,12-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  752.09 ,
TRX20220332124303,12-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  388.50 ,
TRX20220332124540,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  206.49 ,
TRX20220332124534,12-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  553.60 ,
TRX20220332124254,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  206.49 ,
TRX20220332124160,12-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  457.85 ,
TRX20220332124177,12-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  476.21 ,
TRX20220332124369,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  206.49 ,
TRX20220332124189,12-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  553.60 ,
TRX20220332124302,12-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  730.04 ,
TRX20220332124321,12-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  388.50 ,
TRX20220332124534,12-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  553.60 ,
TRX20220332124291,12-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  388.50 ,
TRX20220332124112,12-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  388.50 ,
TRX20220332124499,13-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  325.44 ,
TRX20220332124368,13-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  954.00 ,
TRX20220332124101,13-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  754.00 ,
TRX20220332124293,13-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  333.00 ,
TRX20220332124099,13-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  50.23 ,
TRX20220332124541,13-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  349.95 ,
TRX20220332124504,13-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  349.95 ,
TRX20220332124317,13-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  754.00 ,
TRX20220332124349,13-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  752.09 ,
TRX20220332124379,13-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  325.44 ,
TRX20220332124503,13-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  50.23 ,
TRX20220332124315,14-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  979.24 ,
TRX20220332124583,14-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220332124141,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  827.00 ,
TRX20220332124359,14-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124249,14-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124502,14-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124306,14-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124244,14-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220332124233,14-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220332124541,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124099,14-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220332124449,14-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220332124188,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  827.00 ,
TRX20220332124363,14-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  17.00 ,
TRX20220332124516,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  61.00 ,
TRX20220332124139,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124541,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124290,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  434.26 ,
TRX20220332124379,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  61.00 ,
TRX20220332124145,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  434.26 ,
TRX20220332124143,14-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124586,15-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  593.00 ,
TRX20220332124378,15-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.00 ,
TRX20220332124156,15-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124471,15-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  752.00 ,
TRX20220332124524,15-Mar-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124483,15-Mar-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124543,15-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.00 ,
TRX20220332124262,15-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  593.00 ,
TRX20220332124230,15-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124305,15-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  752.00 ,
TRX20220332124414,15-Mar-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124255,15-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,  910.00 ,
TRX20220332124149,15-Mar-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220332124541,15-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124113,15-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.00 ,
TRX20220332124154,15-Mar-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124386,15-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  806.00 ,
TRX20220332124413,15-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124318,15-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  335.00 ,
TRX20220332124294,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124156,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124366,16-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  309.00 ,
TRX20220332124329,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  717.00 ,
TRX20220332124519,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  712.00 ,
TRX20220332124161,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  717.00 ,
TRX20220332124351,16-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124319,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124352,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  712.00 ,
TRX20220332124124,16-Mar-24,Property Maintenance,,Other Expenses,,  749.00 ,
TRX20220332124538,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  712.00 ,
TRX20220332124124,16-Mar-24,Property Maintenance,,Other Expenses,,  749.00 ,
TRX20220332124133,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124247,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124237,16-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124519,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  712.00 ,
TRX20220332124499,16-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124344,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124464,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124281,17-Mar-24,Mortgages,Payments towards mortgage loans,Government Services,Direct debit,  970.00 ,
TRX20220332124286,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220332124359,17-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124415,17-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124365,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124557,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124174,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124464,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124357,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124410,17-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124286,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220332124294,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124102,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124167,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220332124296,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124415,17-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124577,18-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124267,18-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,500.00 "
TRX20220332124118,18-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  243.32 ,
TRX20220332124427,18-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124449,18-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  243.32 ,
TRX20220332124468,18-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,"  1,000.00 ",
TRX20220332124385,18-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,"  1,000.00 ",
TRX20220332124218,18-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124282,19-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  58.00 ,
TRX20220332124111,19-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124302,19-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124357,19-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  58.00 ,
TRX20220332124241,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124551,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124398,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124334,20-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  327.00 ,
TRX20220332124437,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124226,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124371,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  921.00 ,
TRX20220332124103,21-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  657.00 ,
TRX20220332124181,22-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124433,22-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124433,22-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124476,22-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.00 ,
TRX20220332124261,23-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  586.00 ,
TRX20220332124441,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124232,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124395,23-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124091,23-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  245.00 ,
TRX20220332124189,23-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124467,23-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124200,23-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124328,23-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124383,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124282,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124288,23-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  245.00 ,
TRX20220332124374,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124157,23-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124396,24-Mar-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124518,24-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  294.00 ,
TRX20220332124396,24-Mar-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124376,24-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124237,24-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  294.00 ,
TRX20220332124411,24-Mar-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124313,24-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  326.00 ,
TRX20220332124224,24-Mar-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124541,25-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124294,25-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124376,25-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124400,25-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124387,25-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124170,25-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124290,25-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124429,25-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  326.00 ,
TRX20220332124342,25-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124163,25-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124262,26-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124565,26-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124299,26-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  89.00 ,
TRX20220332124371,27-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  961.89 ,
TRX20220332124175,27-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  745.00 ,
TRX20220332124186,27-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  745.00 ,
TRX20220332124486,27-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  745.00 ,
